X,Y,objectid,provincia,municipio,localidad,código_postal,dirección,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha
-3.347528,40.229722,7816923,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,"CARRETERA N-3 KM. 39,2",I,-3.347528,40.229722,1.352,1.282,,,1.352,,,,1.492,,,,REPSOL,P,dm,L: 06:00-22:00,L: 06:00-22:00,,2019-11-19T00:00:00.000Z
-3.334778,40.223333,7816924,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,"CRTA. N-III PK. 41,00",D,-3.334778,40.223333,1.359,1.289,,,1.359,,,,1.499,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.350278,40.249833,7816925,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,"AUTOVIA A-3 (MADRID-LEVANTE) KM. 37,870",I,-3.350278,40.249833,1.349,1.274,,,1.364,,,,1.491,,,,BP MORATILLA JARA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.376111,40.256667,7816926,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,"AUTOVIA E-901/A-3 KM. 35,2",D,-3.376111,40.256667,1.359,1.289,,,1.359,,,,1.499,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-3.318806,40.207361,7816927,MADRID,PERALES DE TAJUÑA,PERALES DE TAJUÑA,28540,"AUTOVIA A-3 KM. 43,3",D,-3.318806,40.207361,1.359,1.289,,,1.349,,,,1.474,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.141111,40.405056,7816928,MADRID,PEZUELA DE LAS TORRES,PEZUELA DE LAS TORRES,28812,"CARRETERA COMARCAL M236 KM. 51,600",I,-3.141111,40.405056,1.329,1.269,,,1.319,,,,1.453,,,,REPSOL,P,OM,L: 07:00-22:00,L: 07:00-22:00,,2019-11-19T00:00:00.000Z
-3.685278,40.218333,7816929,MADRID,PINTO,PINTO,28320,"AUTOVIA A - 4 KM. 23,300",D,-3.685278,40.218333,1.329,1.259,,,1.309,,,,1.453,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-3.721639,40.251,7816930,MADRID,PINTO,PINTO,28320,"CARRETERA M-506 KM. 24,500",D,-3.721639,40.251,1.329,1.279,,,1.359,,,,1.429,,,,REPSOL,P,OM,"L-V: 06:00-22:00; S: 06:00-14:00","L-V: 06:00-22:00; S: 06:00-14:00",,2019-11-19T00:00:00.000Z
-3.690111,40.246583,7816931,MADRID,PINTO,PINTO,28320,"CR A-4  P.K. 20,20 D",D,-3.690111,40.246583,1.329,1.259,0.950000,,1.289,,,,,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.689667,40.246472,7816932,MADRID,PINTO,PINTO,28320,"CR A-4  P.K. 20,20 I",I,-3.689667,40.246472,1.329,1.259,,,1.289,,,,1.453,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.684694,40.218694,7816933,MADRID,PINTO,PINTO,28320,"AUTOPISTA A - 4 KM. 23,300",I,-3.684694,40.218694,1.329,1.259,,,1.309,,,,1.453,,,,REPSOL,P,OM,L-V: 06:00-23:00,L-V: 06:00-23:00,,2019-11-19T00:00:00.000Z
-3.692111,40.264028,7816934,MADRID,PINTO,PINTO,28320,"CALLE SIERRA NEVADA, 5",N,-3.692111,40.264028,1.319,1.259,0.869000,,1.339,,,,1.449,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.689306,40.267444,7816935,MADRID,PINTO,PINTO,28320,"CALLE ARENAS (DE LAS), 2",D,-3.689306,40.267444,1.289,1.259,,,1.309,,,,1.409,,,,CEPSA LAS ARENAS 365,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.692472,40.264639,7816936,MADRID,PINTO,PINTO,28320,"CALLE COTO DE DOÑANA, 1",D,-3.692472,40.264639,1.289,1.279,0.869000,,1.309,,,,1.409,,,,SHELL M50 365,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.695167,40.265278,7816937,MADRID,PINTO,PINTO,28320,"CALLE COTO DE DOÑANA (DEL), 6",N,-3.695167,40.265278,1.319,1.259,0.869000,,1.339,,,,1.449,,,,BP NASSICA 365,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.710667,40.246028,7816938,MADRID,PINTO,PINTO,28320,CL.AGUILAS (P. IND. PINTO ESTACIÓN),N,-3.710667,40.246028,1.349,1.249,,,1.299,,,,1.439,,,,CEPSA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-3.690444,40.239528,7816939,MADRID,PINTO,PINTO,28320,"CALLE PABLO PICASSO, SN",N,-3.690444,40.239528,1.216,1.138,,,1.178,,,,1.378,,,,E.LECLERC,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.687278,40.243917,7816940,MADRID,PINTO,PINTO,28320,CARRETERA M-841 KM. 1,D,-3.687278,40.243917,1.349,1.259,,,1.349,,,,1.499,,,,BP PARQUE ÓPTIMA,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-11-19T00:00:00.000Z
-3.652306,40.231694,7816941,MADRID,PINTO,PINTO,28320,"CARRETERA M-841 KM. 3,5",I,-3.652306,40.231694,1.334,1.269,0.970000,,1.329,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-3.727306,40.255278,7816942,MADRID,PINTO,PINTO,28320,CARRETERA M-506 KM. 24,D,-3.727306,40.255278,1.299,1.239,,,1.309,,,,,,,,GALP,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-3.704528,40.236194,7816943,MADRID,PINTO,PINTO,28320,CARRETERA M506 PK 26 KM. 26,N,-3.704528,40.236194,1.299,1.239,,,1.309,,,,1.429,,,,GALP,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-3.822361,40.427556,7816944,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,"CARRETERA M-503 VÍA DE LAS DOS CASTILLAS KM. 6,3",N,-3.822361,40.427556,1.379,1.279,,,1.359,,,,1.499,,,,BP POZUELO,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.786083,40.39825,7816945,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,"CALLE LUIS BUÑUEL, 3",N,-3.786083,40.39825,1.329,1.259,,,1.289,,,,1.479,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.788806,40.413861,7816946,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,CARRETERA CARABANCHEL M-502 KM. 3600,D,-3.788806,40.413861,1.369,1.269,,,1.329,,,,1.489,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.798278,40.420028,7816947,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,"CALLE BARLOVENTO, 30",N,-3.798278,40.420028,1.319,1.249,,,1.279,,,,1.439,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-3.788611,40.413111,7816948,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,"AVENIDA RADIO TELEVISION ESPAÑOLA, 1",N,-3.788611,40.413111,1.369,1.279,,,1.369,,,,1.511,,,,BP SOMOSAGUAS,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.840722,40.440667,7816949,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,CARRETERA M-515 KM. 2,I,-3.840722,40.440667,1.359,1.285,,,1.365,,,,1.499,,,,SHELL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-3.841306,40.440472,7816950,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28223,CARRETERA M-515 KM. 2,D,-3.841306,40.440472,1.359,1.285,,,1.365,,,,1.499,,,,SHELL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-3.811806,40.455667,7816951,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28224,"CL MANUEL DE FALLA, 2",N,-3.811806,40.455667,1.359,1.279,,,1.309,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.810972,40.456167,7816952,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28224,"CALLE ENRIQUE GRANADOS, 1",N,-3.810972,40.456167,1.359,1.279,,,1.309,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.800972,40.458583,7816953,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28224,"TRAVESÍA PEÑALARA, 1",N,-3.800972,40.458583,1.359,1.279,,,1.389,,,,1.489,,,,GALP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-3.799139,40.449611,7816954,MADRID,POZUELO DE ALARCÓN,POZUELO DE ALARCON,28224,"AVENIDA LEOPOLDO CALVO SOTELO-BUSTELO, 17",N,-3.799139,40.449611,1.359,1.279,,,1.309,,,,1.459,,,,BP,P,dm,L-D: 07:00-00:00,L-D: 07:00-00:00,,2019-11-19T00:00:00.000Z
-3.876222,40.907139,7816955,MADRID,RASCAFRÍA,RASCAFRIA,28740,"AVENIDA DEL VALLE, 39",D,-3.876222,40.907139,1.349,1.275,0.909000,,1.335,,,,1.464,,,,CEPSA,P,OM,L: 07:00-23:00,L: 07:00-23:00,,2019-11-19T00:00:00.000Z
-3.537167,40.340278,7816956,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28529,"POLIGONO SANTA ANA, AVDA DE LA TECNICA, S/N",N,-3.537167,40.340278,1.319,1.239,,,1.269,,,,1.459,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.549639,40.354222,7816957,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28529,"AVENIDA DE LA TECNICA, S/N",N,-3.549639,40.354222,1.329,1.269,,,1.279,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.53125,40.338806,7816958,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28529,"AVENIDA AURELIO ALVAREZ, S/N",D,-3.53125,40.338806,1.329,1.269,,,1.279,,,,1.449,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.520167,40.325667,7816959,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28529,"CTRA. N-III km 19,5",N,-3.520167,40.325667,1.339,1.279,,,1.347,,,,1.464,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.542194,40.353306,7816960,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE FUNDICION, 19",I,-3.542194,40.353306,1.239,1.169,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.543083,40.34825,7816961,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE CINCEL (DEL), S",D,-3.543083,40.34825,1.239,1.169,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.527861,40.349528,7816962,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"AVENIDA PABLO IGLESIAS (DE), 78",N,-3.527861,40.349528,1.239,1.169,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.544333,40.354083,7816963,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE CARRETILLA (DE LA), 23",N,-3.544333,40.354083,1.279,1.199,,,,,,,,,,,Q8,P,dm,L-D: 09:00-22:00,L-D: 09:00-22:00,,2019-11-19T00:00:00.000Z
-3.539361,40.351194,7816964,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE DE LA FUNDICION, 53",N,-3.539361,40.351194,1.329,1.269,,,,,,,,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.532639,40.336806,7816965,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE SEVERO OCHOA, SN",D,-3.532639,40.336806,1.329,1.269,,,,,,,,,,,AVIA,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-3.547083,40.352528,7816966,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE TURBINA (DE LA), 2",D,-3.547083,40.352528,1.269,,,,1.179,,,,,,,,CAB,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-3.543056,40.348611,7816967,MADRID,RIVAS-VACIAMADRID,RIVAS-VACIAMADRID,28522,"CALLE CINCEL (DEL), 2",D,-3.543056,40.348611,1.239,1.169,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-4.239417,40.498667,7816968,MADRID,ROBLEDO DE CHAVELA,ROBLEDO DE CHAVELA,28294,CARRETERA VALDEMAQUEDA KM. 0,N,-4.239417,40.498667,1.349,1.279,,,1.339,,,,,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-3.886583,40.518389,7816969,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,"CTRA. N-VI km 21,700",N,-3.886583,40.518389,1.329,1.279,,,1.349,,,,1.469,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.8975,40.55275,7816970,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,"A-6 km 25,5",D,-3.8975,40.55275,1.359,1.279,,,1.309,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.888611,40.504194,7816971,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,"CALLE COPENHAGUES/N, S/N",N,-3.888611,40.504194,1.359,1.279,,,1.309,,,,1.459,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.914583,40.507806,7816972,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,"CTRA. M-505 km 5,5",D,-3.914583,40.507806,1.349,1.269,,,1.309,,,,1.449,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.913833,40.507028,7816973,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,CARRETERA M-505 km 5.5,I,-3.913833,40.507028,1.349,1.269,,,1.309,,,,1.449,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.884917,40.521389,7816974,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,CARRETERA MADRID-LA CORUÑA KM. 22,N,-3.884917,40.521389,1.349,1.269,,,1.299,,,,1.459,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.874194,40.489944,7816975,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,CL LAS CRUCES  S/N,N,-3.874194,40.489944,1.359,1.279,,,1.369,,,,1.501,,,,BP LAS ROZAS,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.887444,40.499667,7816976,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,"CALLE CABO RUFINO LAZARO, 7",D,-3.887444,40.499667,1.319,1.249,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.876889,40.507556,7816977,MADRID,ROZAS DE MADRID (LAS),ROZAS DE MADRID (LAS),28230,"CR A-6, 20,3",D,-3.876889,40.507556,1.359,1.309,,,1.389,,,,1.499,,,,REPSOL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-3.610278,40.673139,7816978,MADRID,SAN AGUSTÍN DEL GUADALIX,SAN AGUSTIN DEL GUADALIX,28750,AUTOVIA A 1 KM. 34,D,-3.610278,40.673139,1.339,1.249,,,1.349,,,,1.479,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.528917,40.430556,7816979,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CALLE LA PRESA, S/N",N,-3.528917,40.430556,1.349,1.274,,,1.364,,,,1.491,,,,BP LA PRESA (S.F. HENARES),P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.521278,40.412611,7816980,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"AV MARTIN LUTHER KING, S/N ESQUINA M-216",N,-3.521278,40.412611,1.349,1.274,,,1.364,,,,1.491,,,,BP TORRELAVEGA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.498694,40.442972,7816981,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CALLE DE LOS HERRADORES, 1",N,-3.498694,40.442972,1.349,1.269,,,1.349,,,,1.469,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.523806,40.449944,7816982,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CR N-2, 16,3",I,-3.523806,40.449944,1.345,1.279,,,1.359,,,,1.485,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.501139,40.441278,7816983,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CALLE CERRAJEROS (DE LOS), 10",N,-3.501139,40.441278,1.349,1.269,,,1.369,,,,1.479,,,,BP SAN FERNANDO PUERTA DE MADRID 365 II,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.501556,40.44125,7816984,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CALLE CERRAJEROS, 10",D,-3.501556,40.44125,1.349,1.269,0.909000,,1.369,,,,1.479,,,,BP SAN FERNANDO PUERTA DE MADRID 365 I,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.522417,40.449,7816985,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CR N-2, 16,3",D,-3.522417,40.449,1.345,1.279,,,1.359,,,,1.485,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.509333,40.452472,7816986,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"AV. CASTILLA, 4",D,-3.509333,40.452472,1.329,1.249,,,1.279,,,,,,,,GALP,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.527917,40.44925,7816987,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,CARRETERA NACIONAL II KM. 16,N,-3.527917,40.44925,1.299,1.229,,,1.259,,,,1.429,,,,CARREFOUR,P,dm,L-D: 08:00-22:00,L-D: 08:00-22:00,,2019-11-19T00:00:00.000Z
-3.493222,40.453556,7816988,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"AVENIDA CASTILLA (DE), 43",N,-3.493222,40.453556,1.339,1.259,,,1.289,,,,1.449,,,,REPSOL,P,dm,L-D: 06:30-10:30,L-D: 06:30-10:30,,2019-11-19T00:00:00.000Z
-3.501139,40.441278,7816989,MADRID,SAN FERNANDO DE HENARES,SAN FERNANDO DE HENARES,28830,"CALLE CERRAJEROS DE LOS, 10",D,-3.501139,40.441278,,,,,,,,,,0.840000,0.840000,,MOLGAS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-4.127528,40.60175,7816990,MADRID,SAN LORENZO DE EL ESCORIAL,SAN LORENZO DE EL ESCORIAL,28200,"C/Las Pozas, s/n - P.I. Matacuervos",N,-4.127528,40.60175,1.339,1.269,,,1.309,,,,1.479,,,,GALP,P,OM,L-D: 05:00-23:00,L-D: 05:00-23:00,,2019-11-19T00:00:00.000Z
-4.108222,40.633306,7816991,MADRID,SAN LORENZO DE EL ESCORIAL,SAN LORENZO DE EL ESCORIAL,28200,"CR M-600, 3",D,-4.108222,40.633306,1.339,1.279,,,1.359,,,,1.479,,,,REPSOL,P,OM,L-D: 06:30-23:30,L-D: 06:30-23:30,,2019-11-19T00:00:00.000Z
-4.106917,40.633,7816992,MADRID,SAN LORENZO DE EL ESCORIAL,SAN LORENZO DE EL ESCORIAL,28200,"CR M-600, 3",I,-4.106917,40.633,1.339,1.279,,,1.359,,,,1.479,,,,REPSOL,P,OM,L-D: 06:30-23:30,L-D: 06:30-23:30,,2019-11-19T00:00:00.000Z
-4.12825,40.600611,7816993,MADRID,SAN LORENZO DE EL ESCORIAL,SAN LORENZO DE EL ESCORIAL,28200,CARRETERA GUADARRAMA KM. 57,D,-4.12825,40.600611,1.257,1.187,,,,,,,,,,,PLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-4.143778,40.591722,7816994,MADRID,SAN LORENZO DE EL ESCORIAL,SAN LORENZO DE EL ESCORIAL,28200,"CALLE JUAN DE TOLEDO, 8",D,-4.143778,40.591722,1.349,1.275,,,1.335,,,,,,,,CEPSA,P,OM,"L-V: 07:30-21:00; S-D: 08:30-21:00","L-V: 07:30-21:00; S-D: 08:30-21:00",,2019-11-19T00:00:00.000Z
-4.038167,40.643667,7816995,MADRID,SAN LORENZO DE EL ESCORIAL,SAN LORENZO DE EL ESCORIAL,28200,"AUTOPISTA AP-6 KM. 42,3",D,-4.038167,40.643667,1.349,1.279,,,1.339,,,,1.464,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.609917,40.222861,7816996,MADRID,SAN MARTÍN DE LA VEGA,SAN MARTIN DE LA VEGA,28330,"CARRETERA M-506 KM. 36,330",I,-3.609917,40.222861,1.309,1.229,,,,,,,1.419,,,,OLIVAR ALTO 24H,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.532083,40.256444,7816997,MADRID,SAN MARTÍN DE LA VEGA,SAN MARTIN DE LA VEGA,28330,"CARRETERA M-506 KM. 46,500",D,-3.532083,40.256444,1.288,1.199,0.849000,,,,,,1.369,,,,INDUSTRIAL LOS ANGELES,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-3.579528,40.212278,7816998,MADRID,SAN MARTÍN DE LA VEGA,SAN MARTIN DE LA VEGA,28330,"AVENIDA DOCTOR MANUEL JARABO (DEL), 74",I,-3.579528,40.212278,1.339,1.259,0.939000,,1.309,,,,1.449,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-4.379472,40.3575,7816999,MADRID,SAN MARTÍN DE VALDEIGLESIAS,SAN RAMON,28680,"CARRETERA M-501 KM. 54,1",I,-4.379472,40.3575,1.339,1.279,,,1.359,,,,1.439,,,,REPSOL,P,OM,"L-V: 06:00-22:00; S-D: 07:00-23:00","L-V: 06:00-22:00; S-D: 07:00-23:00",,2019-11-19T00:00:00.000Z
-4.391778,40.358472,7817000,MADRID,SAN MARTÍN DE VALDEIGLESIAS,SAN MARTIN DE VALDEIGLESIAS,28680,"AVENIDA DE MADRID, 34",N,-4.391778,40.358472,1.309,1.229,,,,,,,,,,,SUPECO,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.583417,40.590944,7817001,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"N-I  (BURGOS-MADRID) km 24,100",I,-3.583417,40.590944,1.319,1.199,,,1.209,,,,,,,,SETOR,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-3.582583,40.5905,7817002,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,CTRA. BURGOS,D,-3.582583,40.5905,1.339,1.249,,,1.289,,,,1.419,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.579,40.608694,7817003,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"AUTOVIA NACIONAL I KM. 26,200",N,-3.579,40.608694,1.329,1.239,,,1.309,,,,1.409,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.612472,40.547667,7817004,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"AVENIDA FUENTE NUEVA, 18",D,-3.612472,40.547667,1.287,1.147,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.610167,40.544417,7817005,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"CL AVDA. EINSTEIN, 5",D,-3.610167,40.544417,1.339,1.249,,,1.299,,,,1.479,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-3.6065,40.545778,7817006,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"CR N-1, 18,6",D,-3.6065,40.545778,1.339,1.249,,,1.299,,,,1.479,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.612611,40.557833,7817007,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"GLORIETA ANTONIO GAUDI, ",N,-3.612611,40.557833,1.349,1.239,,,1.329,,,,1.491,,,,BP APADIS,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-3.620056,40.56025,7817008,MADRID,SAN SEBASTIÁN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,28700,"CL AVDA TENERIFE, 18",D,-3.620056,40.56025,1.329,1.209,,,1.239,,,,1.469,,,,REPSOL,P,OM,"L-V: 06:30-00:30; S-D: 07:00-23:00","L-V: 06:30-00:30; S-D: 07:00-23:00",,2019-11-19T00:00:00.000Z
